Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,concept:instance,lifecycle:transition,concept:name,responsible,department,group,channel
case-10099,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 09:07:16.656,Variant 1,1,Group 1,task-44592,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10101,Confirmation of receipt - complete,Resource03,2011-10-26 11:44:51.917,Variant 1,1,EMPTY,task-44010,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10101,T02 Check confirmation of receipt - complete,Resource03,2011-10-26 11:45:23.672,Variant 1,1,Group 4,task-44664,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10101,T04 Determine confirmation of receipt - complete,Resource03,2011-10-26 11:45:54.899,Variant 1,1,Group 3,task-44666,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-10101,T05 Print and send confirmation of receipt - complete,Resource03,2011-10-26 11:46:16.939,Variant 1,1,Group 2,task-44667,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-10101,T06 Determine necessity of stop advice - complete,Resource03,2011-10-26 11:46:40.098,Variant 1,1,Group 1,task-44665,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-10101,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 11:47:15.161,Variant 1,1,Group 1,task-44668,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10102,Confirmation of receipt - complete,Resource02,2011-10-20 11:06:16.081,Variant 1,1,EMPTY,task-43717,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-10102,T02 Check confirmation of receipt - complete,Resource02,2011-10-27 13:46:27.098,Variant 1,1,EMPTY,task-43960,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-10102,T04 Determine confirmation of receipt - complete,Resource02,2011-10-27 13:46:49.205,Variant 1,1,Group 3,task-44912,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-10102,T05 Print and send confirmation of receipt - complete,admin1,2011-10-27 15:11:16.295,Variant 1,1,Group 2,task-44913,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-10102,T06 Determine necessity of stop advice - complete,Resource02,2011-11-17 08:13:20.068,Variant 1,1,Group 1,task-43961,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-10102,T10 Determine necessity to stop indication - complete,Resource02,2011-11-17 08:14:21.708,Variant 1,1,Group 1,task-46924,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-10103,Confirmation of receipt - complete,Resource02,2011-11-15 07:20:14.205,Variant 1,1,EMPTY,task-43718,complete,Confirmation of receipt,Resource02,General,Group 5,Internet
case-10103,T02 Check confirmation of receipt - complete,Resource02,2011-11-15 07:20:38.880,Variant 1,1,Group 4,task-46638,complete,T02 Check confirmation of receipt,Resource02,General,Group 5,Internet
case-10103,T04 Determine confirmation of receipt - complete,Resource02,2011-11-15 07:21:00.327,Variant 1,1,Group 3,task-46640,complete,T04 Determine confirmation of receipt,Resource02,General,Group 5,Internet
case-10103,T05 Print and send confirmation of receipt - complete,Resource02,2011-11-15 07:21:22.524,Variant 1,1,Group 2,task-46641,complete,T05 Print and send confirmation of receipt,Resource02,General,Group 5,Internet
case-10103,T06 Determine necessity of stop advice - complete,Resource02,2011-11-15 07:42:16.335,Variant 1,1,Group 1,task-46639,complete,T06 Determine necessity of stop advice,Resource02,General,Group 5,Internet
case-10103,T10 Determine necessity to stop indication - complete,Resource02,2011-11-15 07:42:43.828,Variant 1,1,Group 1,task-46642,complete,T10 Determine necessity to stop indication,Resource02,General,Group 5,Internet
case-10105,Confirmation of receipt - complete,Resource03,2011-10-26 14:45:46.454,Variant 1,1,EMPTY,task-44050,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10105,T02 Check confirmation of receipt - complete,Resource03,2011-10-26 14:46:05.211,Variant 1,1,Group 4,task-44690,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10105,T04 Determine confirmation of receipt - complete,Resource03,2011-10-26 14:46:20.612,Variant 1,1,Group 3,task-44692,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-10105,T05 Print and send confirmation of receipt - complete,Resource03,2011-10-26 14:46:39.019,Variant 1,1,Group 2,task-44693,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-10105,T06 Determine necessity of stop advice - complete,Resource03,2011-10-26 14:46:55.969,Variant 1,1,Group 1,task-44691,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-10105,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 14:47:17.500,Variant 1,1,Group 1,task-44694,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10120,Confirmation of receipt - complete,Resource05,2011-10-25 09:56:31.704,Variant 1,1,EMPTY,task-44018,complete,Confirmation of receipt,Resource05,General,Group 5,Internet
case-10120,T02 Check confirmation of receipt - complete,Resource05,2011-10-25 09:57:00.379,Variant 1,1,Group 4,task-44401,complete,T02 Check confirmation of receipt,Resource05,General,Group 5,Internet
case-10120,T04 Determine confirmation of receipt - complete,Resource05,2011-10-25 11:34:25.395,Variant 1,1,EMPTY,task-44403,complete,T04 Determine confirmation of receipt,Resource05,General,Group 5,Internet
case-10120,T05 Print and send confirmation of receipt - complete,Resource05,2011-10-25 11:34:46.250,Variant 1,1,Group 2,task-44423,complete,T05 Print and send confirmation of receipt,Resource05,General,Group 5,Internet
case-10120,T06 Determine necessity of stop advice - complete,Resource05,2011-10-25 11:35:58.954,Variant 1,1,Group 1,task-44402,complete,T06 Determine necessity of stop advice,Resource05,General,Group 5,Internet
case-10120,T10 Determine necessity to stop indication - complete,Resource05,2011-10-25 13:45:05.459,Variant 1,1,Group 1,task-44424,complete,T10 Determine necessity to stop indication,Resource05,General,Group 5,Internet
case-10127,Confirmation of receipt - complete,Resource06,2011-10-27 08:37:51.459,Variant 1,1,EMPTY,task-44038,complete,Confirmation of receipt,Resource06,General,Group 5,Internet
case-10127,T02 Check confirmation of receipt - complete,Resource06,2011-10-27 08:38:11.536,Variant 1,1,Group 4,task-44809,complete,T02 Check confirmation of receipt,Resource06,General,Group 5,Internet
case-10127,T04 Determine confirmation of receipt - complete,Resource06,2011-10-27 08:38:39.137,Variant 1,1,Group 3,task-44811,complete,T04 Determine confirmation of receipt,Resource06,General,Group 5,Internet
case-10127,T05 Print and send confirmation of receipt - complete,Resource06,2011-10-27 08:39:02.930,Variant 1,1,Group 2,task-44812,complete,T05 Print and send confirmation of receipt,Resource06,General,Group 5,Internet
case-10127,T06 Determine necessity of stop advice - complete,Resource06,2011-10-27 08:39:43.531,Variant 1,1,Group 1,task-44810,complete,T06 Determine necessity of stop advice,Resource06,General,Group 5,Internet
case-10127,T10 Determine necessity to stop indication - complete,Resource06,2011-10-27 08:40:03.485,Variant 1,1,Group 1,task-44814,complete,T10 Determine necessity to stop indication,Resource06,General,Group 5,Internet
case-10134,Confirmation of receipt - complete,Resource03,2011-10-26 15:04:21.840,Variant 1,1,EMPTY,task-44094,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10134,T02 Check confirmation of receipt - complete,Resource03,2011-10-26 15:04:43.045,Variant 1,1,Group 4,task-44711,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10134,T04 Determine confirmation of receipt - complete,Resource03,2011-10-26 15:05:00.324,Variant 1,1,Group 3,task-44713,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-10134,T05 Print and send confirmation of receipt - complete,Resource03,2011-10-26 15:05:19.716,Variant 1,1,Group 2,task-44714,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-10134,T06 Determine necessity of stop advice - complete,Resource03,2011-10-26 15:05:34.867,Variant 1,1,Group 1,task-44712,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-10134,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 15:05:59.098,Variant 1,1,Group 1,task-44715,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10136,Confirmation of receipt - complete,Resource03,2011-10-26 15:40:46.193,Variant 6,6,EMPTY,task-44102,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10136,T06 Determine necessity of stop advice - complete,Resource03,2011-10-26 15:41:05.144,Variant 6,6,Group 1,task-44738,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-10136,T02 Check confirmation of receipt - complete,Resource03,2011-10-26 15:41:23.359,Variant 6,6,Group 4,task-44737,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10136,T04 Determine confirmation of receipt - complete,Resource03,2011-10-26 15:41:39.797,Variant 6,6,Group 3,task-44740,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-10136,T05 Print and send confirmation of receipt - complete,Resource03,2011-10-26 15:41:56.091,Variant 6,6,Group 2,task-44741,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-10136,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 15:42:22.465,Variant 6,6,Group 1,task-44739,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10138,Confirmation of receipt - complete,Resource12,2011-12-08 14:52:51.432,Variant 5,5,EMPTY,task-44150,complete,Confirmation of receipt,Resource12,General,Group 5,Internet
case-10138,T02 Check confirmation of receipt - complete,Resource12,2011-12-08 14:53:26.952,Variant 5,5,Group 4,task-49490,complete,T02 Check confirmation of receipt,Resource12,General,Group 5,Internet
case-10138,T04 Determine confirmation of receipt - complete,Resource12,2011-12-08 14:53:55.363,Variant 5,5,Group 3,task-49494,complete,T04 Determine confirmation of receipt,Resource12,General,Group 5,Internet
case-10138,T06 Determine necessity of stop advice - complete,Resource12,2011-12-08 14:55:00.037,Variant 5,5,Group 1,task-49491,complete,T06 Determine necessity of stop advice,Resource12,General,Group 5,Internet
case-10138,T10 Determine necessity to stop indication - complete,Resource12,2011-12-08 14:55:37.151,Variant 5,5,Group 1,task-49496,complete,T10 Determine necessity to stop indication,Resource12,General,Group 5,Internet
case-10138,T05 Print and send confirmation of receipt - complete,admin1,2011-12-14 13:36:32.274,Variant 5,5,Group 2,task-49495,complete,T05 Print and send confirmation of receipt,Resource12,General,Group 5,Internet
case-10139,Confirmation of receipt - complete,admin2,2011-10-21 10:07:16.084,Variant 3,3,Group 1,task-44093,complete,Confirmation of receipt,admin3,Customer contact,,Internet
case-10146,Confirmation of receipt - complete,Resource03,2011-11-07 15:24:56.152,Variant 1,1,EMPTY,task-44278,complete,Confirmation of receipt,Resource03,General,Group 2,Internet
case-10146,T02 Check confirmation of receipt - complete,Resource03,2011-11-07 15:25:45.882,Variant 1,1,Group 4,task-45622,complete,T02 Check confirmation of receipt,Resource03,General,Group 2,Internet
case-10146,T04 Determine confirmation of receipt - complete,Resource03,2011-11-16 12:05:43.389,Variant 1,1,EMPTY,task-45624,complete,T04 Determine confirmation of receipt,Resource03,General,Group 2,Internet
case-10146,T05 Print and send confirmation of receipt - complete,Resource03,2011-11-16 12:06:16.314,Variant 1,1,Group 2,task-46832,complete,T05 Print and send confirmation of receipt,Resource03,General,Group 2,Internet
case-10146,T06 Determine necessity of stop advice - complete,Resource03,2011-11-16 12:06:32.021,Variant 1,1,Group 1,task-45623,complete,T06 Determine necessity of stop advice,Resource03,General,Group 2,Internet
case-10146,T10 Determine necessity to stop indication - complete,Resource03,2011-11-16 12:07:02.208,Variant 1,1,Group 1,task-46833,complete,T10 Determine necessity to stop indication,Resource03,General,Group 2,Internet
case-10147,Confirmation of receipt - complete,Resource03,2011-10-26 16:07:55.282,Variant 1,1,EMPTY,task-44297,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10147,T02 Check confirmation of receipt - complete,Resource03,2011-10-26 16:10:03.859,Variant 1,1,Group 4,task-44759,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10147,T04 Determine confirmation of receipt - complete,Resource03,2011-10-26 16:10:19.743,Variant 1,1,Group 3,task-44761,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
case-10147,T05 Print and send confirmation of receipt - complete,Resource03,2011-10-26 16:10:44.250,Variant 1,1,Group 2,task-44762,complete,T05 Print and send confirmation of receipt,Resource11,General,Group 8,Internet
case-10147,T06 Determine necessity of stop advice - complete,Resource03,2011-10-26 16:10:58.544,Variant 1,1,Group 1,task-44760,complete,T06 Determine necessity of stop advice,Resource11,General,Group 8,Internet
case-10147,T10 Determine necessity to stop indication - complete,Resource03,2011-10-26 16:11:19.812,Variant 1,1,Group 1,task-44763,complete,T10 Determine necessity to stop indication,Resource11,General,Group 8,Internet
case-10159,Confirmation of receipt - complete,Resource03,2011-11-10 11:00:39.952,Variant 1,1,EMPTY,task-44315,complete,Confirmation of receipt,Resource11,General,Group 8,Internet
case-10159,T02 Check confirmation of receipt - complete,Resource03,2011-11-10 11:01:15.080,Variant 1,1,Group 4,task-46200,complete,T02 Check confirmation of receipt,Resource11,General,Group 8,Internet
case-10159,T04 Determine confirmation of receipt - complete,Resource03,2011-11-10 11:02:07.499,Variant 1,1,Group 3,task-46202,complete,T04 Determine confirmation of receipt,Resource11,General,Group 8,Internet
